-0.720311	-0.456562	-1.000000
0.035439	-0.112590	1.000000
0.508652	0.477192	-1.000000
0.092967	-0.172306	1.000000
-0.740622	-0.523934	-1.000000
-0.265487	0.073388	1.000000
0.368054	-0.535143	-1.000000
-0.570846	0.279270	-1.000000
0.401619	-0.093539	1.000000
-0.556201	0.195349	-1.000000
0.061655	-0.059930	1.000000
-0.049353	-0.678400	-1.000000
0.038021	-0.019527	1.000000
0.340774	0.845425	-1.000000
-0.133644	-0.845346	-1.000000
-0.597962	-0.500240	-1.000000
0.750804	0.048684	-1.000000
0.104734	0.090502	1.000000
-0.268631	-0.393194	1.000000
0.846308	-0.204745	-1.000000
-0.759051	-0.122423	-1.000000
0.330015	-0.504446	-1.000000
-0.306100	0.233793	1.000000
-0.464528	0.142813	1.000000
-0.091545	0.332894	1.000000
-0.543652	-0.261348	-1.000000
0.525472	-0.051272	-1.000000
0.454965	0.397115	-1.000000
0.211064	-0.025308	1.000000
0.240225	0.053715	1.000000
-0.566332	0.804161	-1.000000
-0.663310	0.743201	-1.000000
0.314553	0.012201	1.000000
0.490221	-0.378433	-1.000000
0.632385	0.329138	-1.000000
-0.142930	0.453669	1.000000
0.091435	0.039762	1.000000
0.901350	-0.184495	-1.000000
0.007826	-0.000047	1.000000
-0.009611	-0.781224	-1.000000
-0.029528	-0.050877	1.000000
-0.309793	-0.709383	-1.000000
0.030714	-0.020653	1.000000
-0.014700	-0.814664	-1.000000
-0.059109	-0.810593	-1.000000
-0.297297	0.150827	1.000000
0.162620	0.624510	-1.000000
-0.061879	-0.027986	1.000000
0.123866	-0.416401	1.000000
-0.083075	-0.142326	1.000000
-0.974117	0.037324	-1.000000
-0.073133	-0.882501	-1.000000
-0.001762	-0.004387	1.000000
0.669856	-0.212453	-1.000000
-0.002304	-0.104478	1.000000
-0.368049	-0.289320	1.000000
0.167004	-0.888715	-1.000000
0.694133	0.091492	-1.000000
-0.337405	-0.812347	-1.000000
0.321843	-0.059083	1.000000
0.484379	-0.231551	-1.000000
0.649132	-0.558509	-1.000000
0.400326	-0.271208	1.000000
0.372610	-0.084191	1.000000
-0.551700	0.313286	-1.000000
0.197819	0.181270	1.000000
0.598384	0.323937	-1.000000
-0.075569	0.011853	1.000000
-0.782239	0.175031	-1.000000
0.034493	0.566689	-1.000000
0.116408	0.009292	1.000000
-0.408554	-0.065140	1.000000
-0.164364	-0.425499	1.000000
0.020830	0.128284	1.000000
0.835602	0.324927	-1.000000
0.229453	0.001268	1.000000
-0.359753	-0.382343	-1.000000
0.008656	-0.002816	1.000000
0.064505	0.100567	1.000000
0.609819	0.508002	-1.000000
0.677415	0.595172	-1.000000
0.197980	-0.325683	1.000000
-0.053068	0.034279	1.000000
0.002847	-0.001827	1.000000
0.274502	-0.148959	1.000000
0.378884	0.436532	-1.000000
0.082941	0.711055	-1.000000
0.009458	0.046168	1.000000
0.321918	-0.033581	1.000000
0.366642	-0.899036	-1.000000
0.128500	0.153466	1.000000
-0.070917	0.337035	1.000000
0.516411	-0.740497	-1.000000
0.136039	-0.298211	1.000000
0.087705	-0.503655	-1.000000
-0.123470	-0.099380	1.000000
-0.114766	-0.168489	1.000000
0.014866	0.008202	1.000000
-0.325595	-0.567131	-1.000000
-0.078508	-0.002338	1.000000
